corpus;text
259;THE URINARY EXCRETION OF ADENOSINE MONOPHOSPHATE CYCLIC AMP AND GUANOSINE MONOPHOSPHATE CYCLIC GMP WAS EXAMINED IN NORMAL CHILDREN AND CHILDREN WITH CYSTIC FIBROSIS BETWEEN THE AGES OF MONTHS AND YR DIURNAL VARIATIONS IN CYCLIC AMP AND CYCLIC GMP EXCRETION WERE OBSERVED IN SUBJECTS FROM EITHER GROUP AND PEAK LEVELS OF CYCLIC NUCLEOTIDE EXCRETION WERE GENERALLY OBSERVED DURING THE PERIOD OF TO H EXCRETION RATES MUMOL DAY OF CYCLIC AMP AND CYCLIC GMP INCREASED SIGNIFICANTLY WITH AGE WHEN CYCLIC AMP AND CYCLIC GMP EXCRETION RATES WERE NORMALIZED FOR URINARY CREATINE OR BODY WEIGHT THE VALUES DECLINED SIGNIFICANTLY WITH AGE IN BOTH GROUPS OF PATIENTS CYCLIC GMP EXCRETION NORMALIZED FOR BODY SURFACE AREA ALSO DECREASED WITH AGE WHILE THE VALUE FOR CYCLIC AMP PLUS OR MINUS MUMOL DAY M MEAN PLUS OR MINUS SE WAS CONSTANT WITH AGE IN BOTH NORMALS AND CYSTIC FIBROSIS CHILDREN WITH SOME COMPARISONS OF AGE GROUPS THERE WERE SIGNIFICANT DIFFERENCES IN CYCLIC NUCLEOTIDE EXCRETION BETWEEN NORMAL SUBJECTS AND CHILDREN WITH CYSTIC FIBROSIS THE DIFFERENCES NOTED WERE DEPENDENT UPON THE METHODS USED TO NORMALIZE EXCRETION RATES URINARY CREATINE BODY WEIGHT SURFACE AREA AND THE RATIO OF CYCLIC AMP TO CYCLIC GMP EXCRETED IN GENERAL PATIENTS WITH CYSTIC FIBROSIS EXCRETED GREATER AMOUNTS OF CYCLIC GMP THAN DID NORMALS THE MOST STRIKING COMPARISON WAS THE RATIO OF CYCLIC AMP TO CYCLIC GMP EXCRETED WHICH WAS PLUS OR MINUS IN ALL NORMAL CHILDREN AND PLUS OR MINUS IN CHILDREN WITH CYSTIC FIBROSIS P SMALLER THAN
260;PSEUDOMONAS AERUGINOSA ISOLATES FROM PATIENTS WITH CYSTIC FIBROSIS CF OF THE PANCREAS IN SEVEN HOSPITALS WERE SEROTYPED WITH THE AGGLUTINATION SYSTEMS OF HOMMA AND FISHER ET AL THE TWO SYSTEMS WERE COMPLEMENTARY STRAINS FROM CF PATIENTS WERE MUCH LESS LIKELY TO FURNISH A STABLE TYPE ON REPETITIVE TYPING TESTS THAN STRAINS FROM OTHER PATIENTS THIS WAS RELATED TO THE FREQUENT OCCURRENCE OF MUCOID P AERUGINOSA STRAINS THE STRAINS WERE DIVIDED AMONG HOMMA SEROTYPES A SINGLE HOMMA TYPE TYPE CAPABLE OF MUCOID GROWTH COMPRISED CF STRAINS EIGHT SEROTYPES WERE DETECTED IN STRAINS FROM CF PATIENTS IN ONE HOSPITAL THREE STRAINS WERE DETECTED IN ONE HOSPITAL CF UNIT AND TWO STRAINS WERE DETECTED IN EACH OF FIVE HOSPITAL CF UNITS THE CF SEROTYPE COMPRISED FROM TO OF CF STRAINS IN THE SEVEN HOSPITALS THESE P AERUGINOSA STRAINS DISSOCIATED IN VIVO AS JUDGED BY MUCOID AND NONMUCOID COLONIES ON PRIMARY CULTURE PLATES AND CONTINUED TO DISSOCIATE DURING SUBCULTURES BOTH COLONY TYPE WERE THE SAME SEROTYPE THE TENDENCY TO REGARD COLONIAL PHENOTYPES MUCOID NONMUCOID ROUGH AS SEPARATE STRAINS WAS ERRONEOUS REPETITIVE TYPING WITH THE TWO SYSTEMS GAVE BETTER RESULTS THAN A SINGLE SYSTEM THE MUCOID P AERUGINOSA STRAIN IS PROBABLY SPREAD FROM PATIENT TO PATIENT RATHER THAN ACQUIRING ITS MUCOID CHARACTERISTIC DE NOVO IN THE CF PATIENT IT IS NOT KNOWN WHY THE MUCOID CF STRAIN HAS A PECULIAR PREDILECTION FOR CF PATIENTS NOR WHY IT GENERALLY LOSES THE QUALITY IN CULTURE BUT RETAINS IT INDEFINITELY IN THE PATIENT
261;WE HAVE USED ION SPECIFIC ELECTRODES IN AN ATTEMPT TO MAP THE SODIUM AND CHLORIDE ACTIVITIES ON THE SKIN UNDER DIFFERING SURFACE CONDITIONS THE RANGE OF VALUES AND THE STANDARD DEVIATIONS ARE SO WIDE THAT A BASELINE FOR THE UNTREATED DRY SKIN IS PRECLUDED IN PATIENTS WITH CYSTIC FIBROSIS A WIDE RANGE OF VALUES IS ALSO FOUND FOR THIS GROUP MEASUREMENTS ON DRY SKIN TAKEN IMMEDIATELY AFTER WASHING WERE IN THE SAME LOW RANGE AS FOR HEALTHY SUBJECTS THE RANGE OF MEASUREMENTS ON THE DRY SKIN OF NEWBORN INFANTS WAS SIMILAR FOR FULL TERM INFANTS WITH REACTIVE SWEAT GLANDS AND FOR PREMATURE INFANTS WHO FAILED TO SHOW SWEATING RESPONSIVENESS TO NATURAL REFLEX STIMULATION AS WELL AS LOCAL GLANDULAR STIMULATION WITH SUDORIFIC DRUGS FOR ONLY TWO CONDITIONS HAVE MEASUREMENTS OF SODIUM AND CHLORIDE ACTIVITIES ON THE SURFACE OF THE SKIN BEEN OF VALUE ON THE SWEAT COVERED SKIN FOR THE DETECTION OF THE HIGH VALUES ENCOUNTERED IN CYSTIC FIBROSIS AND ON THE DRY SKIN SURFACE DEPRIVED OF AUTONOMIC INNERVATION SPINAL PARAPLEGIA EXTREMELY LOW SODIUM AND CHLORIDE ACTIVITIES REFLECT ABSENT GLAND ACTIVITY
262;AN AUTOPSY CASE OF CYSTIC FIBROSIS OF THE PANCREAS IN A MONTH OLD THAI MALE INFANT IS REPORTED THE PATIENT SUFFERED FROM CHRONIC REPEATED LUNG INFECTION AND DIED OF LUNG DISEASE THIS CASE SEEMS TO BE THE FIRST REPORTED CASE IN THAILAND
263;AN ALPHA FETO PROTEIN AFP IS PRESENT IN MANY MAMMALS IN BIRDS AND IN SHARKS DURING DEVELOPMENT THE AFP PRESENT IN DIFFERENT SPECIES HAVE SIMILAR PHYSICOCHEMICAL PROPERTIES AND OFTEN HAVE COMMON ANTIGENIC DETERMINANTS THEIR STUDY BOTH IN HEALTH AND DISEASE HAS PROVIDED A USEFUL MODEL FOR THE UNDERSTANDING OF OTHER PHASE SPECIFIC ANTIGENS AND THE ACTIVATION OF THE GENES WHICH CONTROL THEIR SYNTHESIS IN THE HUMAN FETUS THE LEVEL OF AFP FALLS WITH INCREASING MATURITY THE MORE SENSITIVE METHODS OF DETECTION HAVE DISCLOSED THAT THIS FETAL PROTEIN PERSISTS IN TRACE AMOUNTS THROUGHOUT LIFE AND ITS LEVEL INCREASES IN MATERNAL BLOOD DURING PREGNANCY THE PRINCIPAL SITES OF SYNTHESIS ARE THE FETAL LIVER AND IN SOME MAMMALS THE YOLK SAC SPLANCHNOPLEUR IN HUMANS AS WELL AS IN MICE AND COWS IT IS NOTABLE THAT THE SYNTHESIS OF AFP IS INCREASED IN LIVER CANCER CELLS AND THAT HIGH LEVELS OF THIS PROTEIN ARE PRESENT IN SERUM ELEVATED VALUES OF AFP HAVE ALSO BEEN DETECTED IN HUMAN SUBJECTS WITH UNDIFFERENTIATED TUMOURS OF THE TESTIS AND OVARY A FALL TO NORMAL LEVELS HAS BEEN NOTED IN CASES OF COMPLETE REMISSION AFTER SURGERY AND A RETURN TO HIGH LEVELS IN PATIENTS WHO DEVELOP METASTASES IN SOME PATIENTS WITH HEPATITIS A TEMPORARY RISE IN THE LEVEL OF AFP HAS ALSO BEEN OBSERVED IN RECENT YEARS THE DETECTION OF HIGH LEVELS OF AFP IN AMNIOTIC FLUID HAS PROVED TO BE OF GREAT VALUE FOR THE PRENATAL DIAGNOSIS OF NEURAL TUBE DEFECTS ABNORMAL LEVELS HAVE ALSO BEEN FOUND IN THE AMNIOTIC FLUID OR IN MATERNAL SERUM IN CASES OF SPONTANEOUS ABORTION SUCH MEASUREMENTS ARE NOW BEING ASSESSED AS A METHOD OF MONITORING ABNORMAL PREGNANCY
264;RECENTLY THERE HAS BEEN A PLETHORA OF RESEARCH APPROACHES USING CELL CULTURE TO STUDY CYSTIC FIBROSIS ALTHOUGH THESE EFFORTS CAN BE LAUDED AS ATTEMPTS TO UNDERSTAND ONE OF THE MOST COMMON GENETIC DISORDERS AFFECTING THE CAUCASIAN POPULATION SUCH RESEARCH SHOULD BE RELEVANT TO THE CLINICAL ENTITY KNOWN AS CYSTIC FIBROSIS THE ULTIMATE OBJECTIVES OF THIS RESEARCH SHOULD BE TO DETERMINE THE AS YET UNKNOWN BASIC DEFECT AND TO DEVELOP AN ASSAY FOR HETEROZYGOTE DETECTION
265;MUCOID STRAINS OF PSEUDOMONAS AERUGINOSA ISOLATED FROM THE RESPIRATORY TRACT OF PATIENTS WITH CYSTIC FIBROSIS CF THOSE OBTAINED FROM NON CF PATIENTS AND THOSE OBTAINED IN VITRO BY THE ACTION OF PHAGE WERE FOUND TO BE STABLE IN THEIR MUCOID COLONIAL FORM WHEN SERIALLY SUBCULTURED ON DEOXYCHOLATE CITRATE AGAR THE ABILITY OF ANIONIC CATIONIC AND NEUTRAL SURFACTANTS TO STABILISE MUCUS PRODUCTION IS DESCRIBED THE POSSIBLE IMPORTANCE OF DIPALMITOYL LECITHIN AS A STABILISING AGENT FOR MUCUS PRODUCTION IN VIVO IS CONSIDERED WITH PARTICULAR REFERENCE TO THE ROLE OF MUCOID P AERUGINOSA IN CF DISEASE
266;FOCAL BILIARY CIRRHOSIS IS AN UNCOMMON FINDING IN INFANTS WITH CYSTIC FIBROSIS BUT IT IS PRESENT IN MORE THAN A FIFTH OF SURVIVING CHILDREN AND ADOLESCENTS IT WAS FOUND AT POSTMORTEM EXAMINATION IN ONLY FIVE OF INFANTS WITH CF YOUNGER THAN MONTHS IN FIVE OF INFANTS FROM TO MONTHS AND IN OF CHILDREN OLDER THAN YEAR IN INFANTS UNDER MONTHS EXCESSIVE MUCUS IN INTRAHEPATIC BILE DUCTS WAS SEEN IN NECROPSIES IN OTHERS THERE WERE ONLY NONSPECIFIC PERIPORTAL CHANGES CHOLESTASIS WAS FOUND IN THE LIVERS OF OF THE INFANTS EXCESSIVE MUCUS IN THE BILIARY TREE WAS OCCASIONALLY ASSOCIATED WITH PERIPORTAL CHANGES AND CHOLESTASIS IN OLDER INFANTS THE PERIPORTAL CHANGES WHICH ARE REGARDED AS NONSPECIFIC WERE NEVER FOUND IN INFANTS MORE THAN YEAR OF AGE
267;MANY CONDITIONS HAVE BEEN REPORTED TO CAUSE VOCAL CORD PARALYSIS TO OUR KNOWLEDGE CYSTIC FIBROSIS HAS NOT BEEN DESCRIBED AS ONE OF THESE CONDITIONS A YEAR OLD WHITE MALE WITH CYSTIC FIBROSIS WHO HAS BEEN TREATED AT OUR HOSPITAL REPORTED HOARSENESS OF TWO WEEK S DURATION ON A ROUTINE CLINIC VISIT IN MARCH IN MARCH MIRROR LARYNGOSCOPY REVEALED A PARALYSIS OF THE LEFT VOCAL CORD IN THE PARAMEDIAN POSITION CONSISTENT WITH PARALYSIS OF THE LEFT RECURRENT LARYNGEAL NERVE IT IS FELT THAT THE VOCAL CORD PARALYSIS IN THIS PATIENT WITH CYSTIC FIBROSIS IS DUE TO COMPRESSION OF THE LEFT RECURRENT LARYNGEAL NERVE BY AN ENLARGED PULMONARY ARTERY
268;THE PURPOSE HERE WAS TO TEST FOR A GENERALIZED ABNORMAL SENSITIVITY OF THE EXTERNAL CHEMORECEPTIVE SYSTEMS USING A STANDARDIZED METHOD THAT SEPARATES SENSORY ACTIVITY FROM BIASING FACTORS KNOWN TO AFFECT MEASUREMENT OF SENSITIVITY THE FREQUENCY DISTRIBUTIONS OF SALT TASTE SENSITIVITY FOR PATIENTS WITH CYSTIC FIBROSIS ARE GIVEN NORMAL SIBLINGS AND CONTROL PATIENTS DID NOT DIFFER STATISTICALLY AND THEY WERE COMBINED INTO A SINGLE CONTROL GROUP FOR ANALYSES THE PATIENTS WITH CYSTIC FIBROSIS DID NOT DIFFER AS A GROUP FROM THE NORMAL SUBJECTS IN SALT SENSITIVITY THERE WERE HOWEVER TWO CHILDREN WITH CYSTIC FIBROSIS WITH TASTE SENSITIVITIES WELL BELOW THOSE OBSERVED AMONG THE NORMAL CHILDREN NO AGE OR SEX DIFFERENCES IN SENSITIVITY WERE OBSERVED THE TASTE SENSITIVITY OF THE CHILDREN WITH CYSTIC FIBROSIS DID NOT CORRELATE WITH THE SHWACHMAN AND KULCZYCKI RATING OF THE SEVERITY OF THEIR DISEASE OF THE SEVEN CHILDREN WHO HAD DETERMINATIONS OF SWEAT ELECTROLYTES AT THE TIME OF TASTE TESTING THREE FAILED TO EXCRETE SUFFICIENT AMOUNTS FOR MEASUREMENTS PATIENTS WITH CYSTIC FIBROSIS AS A GROUP WERE NOT FOUND TO HAVE MORE SENSITIVE TASTE ACUITY THAN NORMAL THIS CORROBORATES THE FINDINGS OF WOTMAN AND ASSOCIATES AND STRONGLY SUGGESTS THAT A GENERAL ABNORMALITY OF THE TASTE SYSTEM IS NOT ROUTINELY SYMPTOMATIC OF CYSTIC FIBROSIS HENKIN AND POWELL HYPOTHESIZED THAT EXTREMELY ACUTE TASTE IS RELATED TO ELEVATIONS IN THE CONCENTRATION OF ELECTROLYTES IN SWEAT THIS SEEMS UNLIKELY SINCE THE PATIENTS GIVEN SWEAT TESTS IN THE PRESENT STUDY ALL HAD THE HIGH LEVELS OF SODIUM AND CHLORIDE CHARACTERISTIC OF CYSTIC FIBROSIS YET ALL HAD TASTE SENSITIVITIES IN THE NORMAL RANGE WOTMAN AND ASSOCIATES SUGGESTED THAT PERHAPS THE SEVERITY OF THE DISEASE ACCOUNTS FOR THE APPEARANCE OF HYPERSENSITIVITY IN THE CHEMORECEPTIVE SYSTEMS THE CLINICAL RATINGS OF THE SEVERITY OF THE DISEASE DID NOT CORRELATE WITH TASTE SENSITIVITY
269;PLASMA MEMBRANES HAVE BEEN ISOLATED WITHOUT PROTEOLYTIC MODIFICATION FROM FIBROBLAST LINES DERIVED FROM PATIENTS WITH CF FROM HETEROZYGOUS PARENTS AND FROM NORMAL CHILDREN THE CELLS HAD BEEN GROWN IN THE PRESENCE OF H OR C LABELED L LEUCINE D GLUCOSAMINE AND L FUCOSE MEMBRANES WERE MIXED IN SUITABLE COMBINATIONS TO ALLOW COMPARISONS TO BE MADE BETWEEN THE DIFFERENT CELL TYPES NO DIFFERENCES IN THE PLASMA MEMBRANE COMPOSITION AS REVEALED BY DIVERGENCE IN H OR C PROFILES COULD BE DETECTED AFTER GEL ELECTROPHORESIS IDENTICAL PROTEIN AND GLYCOPROTEIN COMPONENTS WERE PRESENT IN APPROXIMATELY SIMILAR AMOUNTS IN ALL GROUPS OF CELLS
270;STUDIES ON AN INFECTION WITH GRAM NEGATIVE BACTERIA IN LIMULUS LED TO THE DISCOVERY OF THE EXTREME SENSITIVITY OF THE AMEBOCYTES TO A GRAM NEGATIVE ENDOTOXIN THIS LED TO THE DEVELOPMENT OF A METHOD FOR MEASURING VERY SMALL AMOUNTS OF ENDOTOXIN IN BIOLOGIC FLUIDS AND IN HUMAN BLOOD YET HAD THE ORIGINAL OBSERVATION OF CANTACUZENE ON THE LARGE COMMON EDIBLE SPIDER CRAB BEEN FOLLOWED THIS REMARKABLE SENSITIVITY OF MARINE ARTHROPOD BLOOD TO ENDOTOXIN WOULD HAVE BEEN RECOGNIZED MUCH EARLIER THE ORIGINAL WORK OF METCHNIKOFF ON SEA STAR LARVAE STIMULATED HIM TO DEVELOP THE MAJOR THEORY OF PHAGOCYTOSIS BUT UNTIL THE ADULT ANIMAL OF THE SAME GENUS WAS RE EXAMINED HALF A CENTURY LATER THE PRESENCE OF A POWERFUL SUBSTANCE WHICH SELECTIVELY INHIBITS GROWTH OF LYMPHOCYTES FOLLOWING PRIMARY IMMUNIZATION REMAINED UNKNOWN THOUGH MUCUS SECRETION IS A FUNDAMENTAL CHARACTERISTIC OF MOST INVERTEBRATE PHYLA AND ALL VERTEBRATES LITTLE IS KNOWN ABOUT THE REGULATORY MECHANISM OF THE SECRETORY PROCESS STUDIES OF THE RESPONSES OF SPECIALIZED INVERTEBRATE SECRETORY CELLS TO INFECTION HAVE NOW LED TO A NEW MEANS OF STUDYING MACROMOLECULAR CONTROL OF MUCUS SECRETION IN MAN THESE THREE STORIES EMPHASIZE THE CONTINUING NEED TO STUDY DISEASE AS A BIOLOGIC PHENOMENON
271;OF PATIENTS WITH FIBROSIS HARBORED ENTEROBACTERIACEAE IN THE RESPIRATORY TRACT INCLUDING ESCHERICHIA COLI KLEBSIELLA AND ENTEROBACTER COLONIZATION BY TWO TO FOUR GENERA WAS DOCUMENTED IN SUBJECTS STAPHYLOCOCCUS AUREUS WAS RECOVERED FROM OF THESE PATIENTS THE DISTRIBUTION OF SEROGROUPS OF E COLI WAS SIMILAR TO THAT SEEN IN PATIENTS WITH URINARY TRACT INFECTION ANTIBODY RESPONSE AGAINST THE O ANTIGENS OF THE PATIENTS OWN ENTEROBACTERIACEAE WAS DOCUMENTED IN OF THESE CHILDREN AND ENCOUNTERED MORE OFTEN IN PATIENTS WITH SEVERE DISEASE COLONIZATION BY ENTEROBACTERIACEAE IN THE ABSENCE OF PSEUDOMONAS AERUGINOSA WAS SEEN MORE FREQUENTLY IN CHILDREN WITH THE MILD FORM OF THE ILLNESS
272;IN THIS STUDY WE HAVE COMPARED TWO GROUPS OF CHILDREN WITH CYSTIC FIBROSIS ONE GROUP OF CF CHILDREN HAD SEVERE MALNUTRITION IN THE FIRST YEAR OF LIFE WHEREAS THE SECOND GROUP OF CF CHILDREN HAD NOT BEEN MALNOURISHED THE CATCH UP GROWTH EXPERIENCED BY BOTH THE CONTROL AND MALNOURISHED GROUPS WAS IMPRESSIVE AND WAS GENERALLY COMPLETE IN TERMS OF HEIGHT AND WEIGHT FOR AGE THIS FINDING IS CONSISTENT WITH OTHER REPORTS REGARDING CATCH UP GROWTH FOLLOWING MALNUTRITION ASSOCIATED WITH CELIAC DISEASE ANOREXIA NERVOSA RENAL ACIDOSIS CUSHING SYNDROME AND HYPOTHYROIDISM THOUGH THE MALNOURISHED GROUP TENDED TO HAVE LOWER IQ AND SCHOOL PERFORMANCE SCORES THE DIFFERENCES WERE NOT STATISTICALLY SIGNIFICANT EXCEPT FOR BACKWARD DIGIT SPAN THAT DIFFERENCE MAY INDICATE AN ORGANIC IMPAIRMENT DUE TO MALNUTRITION OR TO ANY OF SEVERAL OTHER FACTORS OUR DATA FAIL TO DEMONSTRATE ANY PERMANENT OR DEVASTATING EFFECT OF EARLY MALNUTRITION DURING A VERY RAPID GROWTH PHASE ON THE SUBSEQUENT GROWTH IQ AND SCHOOL PERFORMANCE IN CHILDREN WITH CYSTIC FIBROSIS STUDIED AT AGE TO YEARS
273;THE ABSORPTION OF DIGOXIN IN CYSTIC FIBROSIS WAS EVALUATED IN SUBJECTS BY ASSESSING THE RELATIONSHIP BETWEEN DOSAGE EXPRESSED IN MUG KG DAY AND SERUM DIGOXIN CONCENTRATION THE RESULTS INDICATE THAT THE SAME RELATIONSHIP EXISTS BETWEEN MAINTENANCE DOSAGE AND SERUM LEVELS IN THESE PATIENTS AND IN PATIENTS WITHOUT CYSTIC FIBROSIS THUS NO EVIDENCE OF IMPAIRED ABSORPTION WAS FOUND
274;AN ABSENT VAS DEFERENS MAY BE ASSOCIATED WITH UNILATERAL RENAL AGENESIS OR UNDIAGNOSED CYSTIC FIBROSIS SUCH PATIENTS SHOULD BE FURTHER EVALUATED WITH A SWEAT CHLORIDE AND INTRAVENOUS PYELOGRAM THE FINDING OF ABSENT VAS DEFERENS DURING EXPLORATION FOR AN UNDESCENDED TESTIS DOES NOT PROVIDE ABSOLUTE EVIDENCE FOR ABSENCE OF THE TESTIS SINCE THESE STRUCTURES HAVE INDEPENDENT EMBRYOLOGIC ORIGINS
275;THE DIAMETERS OF CIRCULATING PERIPHERAL LYMPHOCYTES WERE MEASURED IN CHILDREN WITH JUVENILE RHEUMATOID ARTHRITIS THESE WERE COMPARED WITH LYMPHOCYTE MEASUREMENTS IN NORMAL CHILDREN CHILDREN WITH ASTHMA AND CHILDREN WITH CYSTIC FIBROSIS THE AVERAGE DIAMETER OF LYMPHOCYTES IN NORMAL CHILDREN WAS FOUND TO BE MICRONS IN CONTRAST THE AVERAGE DIAMETER OF LYMPHOCYTES IN JUVENILE RHEUMATOID ARTHRITIS WAS MICRONS P LESS THAN THERE WERE MORE LYMPHOCYTES WITH A DIAMETER OF TO MICRONS IN CHILDREN WITH JUVENILE RHEUMATOID ARTHRITIS THAN IN NORMAL CHILDREN
276;A FOUR YEAR OLD CHINESE GIRL OF PARENTS WHO EMIGRATED TO SINGAPORE FROM SOUTH CHINA WAS FOUND TO BE SUFFERING FROM BRONCHIECTASIS AS A RESULT OF REPEATED CHEST INFECTIONS AND FAILURE TO THRIVE INVESTIGATIONS CONFIRMED THE BRONCHIECTASIS AND IN THE COURSE OF ATTEMPTING TO ELUCIDATE THE COURSE SWEAT CL AND SWEAT NA WERE FOUND TO BE RAISED THE PATIENT OCCASIONALLY PASSED SOFT BULKY STOOLS AND THE VITAMIN A ABSORPTION TEST WAS ABNORMAL THE PATHOGENESIS PROBLEMS IN DIAGNOSIS AND THE GENETICS ARE BRIEFLY REVIEWED THIS IS THE FIRST PROVED CASE OF CYSTIC FIBROSIS OCCURRING IN A CHILD OF PURE CHINESE STOCK AND THE FIRST TO BE DESCRIBED IN SOUTH EAST ASIA CYSTIC FIBROSIS OCCURRING IN NON CAUCASIANS IN REVIEWED
277;DURING THE PAST YEAR WE HAVE DEVELOPED A NEW ASSAY FOR CYSTIC FIBROSIS BY UTILISING THE USSING CHAMBER TECHNIQUE AND MEASURING THE ELECTRICAL PROPERTIES OF RAT JEJUNUM IN THE PRESENCE OF THE SERA TO BE TESTED THE POTENTIAL DIFFERENCE P D AND RESISTANCE R ARE MEASURED WITH A SENSITIVE ELECTROMETER AT MINUTE INTERVALS OVER MINUTES WE WERE ABLE TO DETECT OF THE HETEROZYGOTES THE POSSIBILITY OF DETECTING THE REMAINING IS PRESENT AND CAN WE FEEL BE ACHIEVED BY USING A MORE CONCENTRATED SPECIMEN
278;I HAVE MEASURED THE FATTY ACID PROFILE OF C F ERYTHROCYTE MEMBRANES IN VIEW OF THE FACT THAT SOME VARIATIONS IN MEMBRANE ACTIVITY HAVE BEEN OBSERVED WITH THIS SYSTEM THE RESULTS SHOW THAT THERE WAS A LOWERED CONTENT OF LINOLEATE AND ARACHIDONATE IN C F ERYTHROCYTE MEMBRANES AND THE TOTAL ESSENTIAL FATTY ACID CONTENT WAS SIGNIFICANTLY LOWER THAN EITHER CONTROL GROUP THERE WAS NO SIGNIFICANT DIFFERENCE IN THE CONCENTRATIONS OF THE OTHER MAJOR FATTY ACIDS PALMITATE STEARATE AND OLEATE AND WE COULD NOT OBSERVE ANY STRIKING ALTERATION IN THE CONCENTRATION OF ANY OF THE MINOR FATTY ACID COMPONENTS OF THE MEMBRANE IT WOULD THUS APPEAR THAT THE OVERALL FATTY ACID PATTERN IN C F ERYTHROCYTE MEMBRANES IS ALTERED ONLY BY A DIMINUTION IN THOSE FATTY ACIDS WHICH ARE OF DIETARY ORIGIN THE FACT THAT THERE WAS CONSIDERABLE OVERLAP BETWEEN THE C F AND CONTROL DATA MAKES IT RATHER UNLIKELY THAT THE FATTY ACID PROFILE CLOSELY REFLECTS THE BIOCHEMICAL LESION OF THE DISEASE WHEN THE ESSENTIAL FATTY ACID LEVELS OF THE C F SAMPLES WERE COMPARED WITH THE SCHWACHMAN CLINICAL SCORES OF THE PATIENTS THERE WAS A SURPRISINGLY POOR CORRELATION R WHICH WAS NOT STATISTICALLY SIGNIFICANT THE CORRELATION WITH THE NUTRITIONAL PART OF THE CLINICAL SCORE WAS EQUALLY LOW DIMINISHED ESSENTIAL FATTY ACID CONTENT IS OFTEN OBSERVED IN MANY ACUTE ILLNESSES IN ADDITION THE POSSIBILITY EXISTS THAT C F PATIENTS MAY BE PARTICULARLY SUSCEPTIBLE TO ESSENTIAL FATTY ACID DEPLETION DUE TO THEIR PANCREATIC DYSFUNCTION FURTHER RESEARCH ON FATTY ACID TRANSPORT AND METABOLISM IN C F IS CLEARLY NEEDED TO ESTABLISH THE ROLE OF ESSENTIAL FATTY ACIDS IN THE DISEASE
279;LIEBERMAN REPORTED THAT THERE WAS CONSIDERABLE OVERLAP IN QUANTITATIVE C LEVELS BETWEEN ALL OF THE C F SUBJECTS TESTED AND THE CONTROL GROUP HIS CONTROL GROUP HOWEVER WAS COMPOSED OF SUBJECTS WITH BRONCHIECTASIS OR CHRONIC BRONCHITIS IN WHOM C F HAD BEEN RULED OUT THE USE OF A MORE PROPER CONTROL GROUP BY LIEBERMAN EITHER IN PLACE OF OR IN PARALLEL WITH HIS DISEASED CONTROL GROUPS WOULD HAVE PROVIDED A MORE MEANINGFUL INTERPRETATION CONCERNING THE ROLE OF COMPLEMENT IN CYSTIC FIBROSIS WE AGREE THAT THERE IS A TENDENCY FOR C TO BE HIGHER IN C F FEMALES THAN IN C F MALES ALTHOUGH LIEBERMAN WAS QUICK TO DISPEL ANY NOTION OF C A BEING IMPLICATED IN THE AETIOLOGY OF C F HE OVERLOOKED THE ONE FACET OF OUR INITIAL STUDY THAT STILL MAKES OUR HYPOTHESIS FEASIBLE RAISED C LEVELS IN C F OBLIGATE HETEROZYGOTES HANN ET AL REPORTED THAT SERUM C WAS RAISED IN BOTH C F PATIENTS AND THEIR PARENTS OUR INITIAL DATA ON C LEVELS BY RADIAL IMMUNODIFFUSION AND HAEMOLYTIC STUDIES DO NOT CONFIRM THIS FINDING WE ARE SUPPORTING THE HYPOTHESIS THAT C F IS EITHER A COMPLEMENT CAUSED OR COMPLEMENT MEDIATED DISORDER IN WHICH A C A LIKE MOLECULE C A BRADYKININ EITHER ALONE OR BY COMPLEXING WITH IGG GIVES RISE TO THE PHYSIOLOGICAL AND PATHOLOGICAL STATE OF C F
280;WE READ WITH INTEREST DR RAINE S PAPER BUT WOULD LIKE TO STRESS THAT HELLSING AND KOLLBERG USED A SINGLE RADIAL IMMUNODIFFUSION METHOD NOT RADIOIMMUNOASSAY PROSSER ET AL DEMONSTRATED QUITE CLEARLY THAT SIMILAR RESULTS WERE OBTAINED IN CYSTIC FIBROSIS C F SCREENING WITH TEST STRIPS AND WITH MORE ELABORATE METHODS OF ALBUMIN DETECTION IN MECONIUM USING BOTH RADIAL IMMUNODIFFUSION AS WELL AS TEST STRIPS KOLLBERG S GROUP NOTICED A DECREASED ALBUMIN CONTENT IN C F MECONIUM STORED AT ROOM TEMPERATURE AND MAILED FOR SEVERAL DAYS DIMINISHED ALBUMIN CONCENTRATION MIGHT HAVE BEEN BROUGHT ABOUT BY REMAINING PROTEOLYTIC ACTIVITY PROSSER ET AL FOUND NO CHANGE IN ALBUMIN CONTENT DURING REFRIGERATOR STORAGE APPROXIMATELY OF C F CASES HAVE NO RAISED ALBUMIN CONTENT IN MECONIUM AND THIS PROBLEM HAS NOT YET BEEN SOLVED
